3.77724609000E+01	-1.22416526800E+02
3.78108359747E+01	-1.22411076227E+02
3.77865549000E+01	-1.22395089000E+02
3.78043546701E+01	-1.22421426773E+02
3.77411842346E+01	-1.22425041199E+02
3.77669237221E+01	-1.22466648817E+02
3.78066520000E+01	-1.22439116000E+02
3.77682043780E+01	-1.22466959953E+02
3.78083683600E+01	-1.22471343688E+02
3.77390000000E+01	-1.22482940000E+02
3.77527600000E+01	-1.22413380000E+02
3.77936084569E+01	-1.22393543869E+02
3.77857400000E+01	-1.22402550000E+02
3.77920450263E+01	-1.22405247136E+02
3.77980517935E+01	-1.22412886620E+02
3.77698160000E+01	-1.22466041000E+02
3.78026313782E+01	-1.22454650879E+02
3.77849270000E+01	-1.22500802000E+02
3.77775700000E+01	-1.22424070000E+02
3.78059352974E+01	-1.22452283724E+02
3.77816690000E+01	-1.22394462000E+02
3.77969398000E+01	-1.22399482700E+02
3.77916357456E+01	-1.22403691573E+02
3.77564656160E+01	-1.22461509705E+02
3.77864300000E+01	-1.22401520000E+02
3.78108298027E+01	-1.22417876787E+02
3.78028398116E+01	-1.22417910577E+02
3.77812980238E+01	-1.22503159046E+02
3.77894251122E+01	-1.22387841042E+02
3.77499700000E+01	-1.22421380000E+02
3.77928369000E+01	-1.22423544000E+02
3.77800770000E+01	-1.22510029000E+02
3.77701518685E+01	-1.22398797646E+02
3.77763457776E+01	-1.22434719801E+02
3.77731018066E+01	-1.22411277771E+02
3.77180400000E+01	-1.22414130000E+02
3.78098502999E+01	-1.22422325878E+02
3.77932735000E+01	-1.22401221300E+02
3.77891276000E+01	-1.22402926800E+02
3.77811510761E+01	-1.22406365051E+02
3.77848389899E+01	-1.22403624148E+02
3.77859440000E+01	-1.22403802000E+02
3.78063245000E+01	-1.22423981600E+02
3.77563770000E+01	-1.22470933000E+02
3.77686793176E+01	-1.22475618124E+02
3.77837400000E+01	-1.22433005000E+02
3.77690887000E+01	-1.22438339200E+02
3.77948013693E+01	-1.22405674160E+02
3.77650262858E+01	-1.22418006957E+02
3.77877664572E+01	-1.22412939659E+02
3.78172720000E+01	-1.22370666000E+02
3.77543144481E+01	-1.22409359223E+02
3.77830597444E+01	-1.22417336797E+02
3.78022804260E+01	-1.22405845642E+02
3.77777860000E+01	-1.22511097000E+02
3.77788276672E+01	-1.22394065857E+02
