3.777246093750000000e+01 -1.224165267944335938e+02
3.781083679199218750e+01 -1.224110794067382812e+02
3.778655624389648438e+01 -1.223950881958007812e+02
3.780435562133789062e+01 -1.224214248657226562e+02
3.774118423461914062e+01 -1.224250411987304688e+02
3.776692199707031250e+01 -1.224666519165039062e+02
3.780665206909179688e+01 -1.224391174316406250e+02
3.776820373535156250e+01 -1.224669570922851562e+02
3.780836868286132812e+01 -1.224713439941406250e+02
3.773899841308593750e+01 -1.224829406738281250e+02
3.775276184082031250e+01 -1.224133834838867188e+02
3.779360961914062500e+01 -1.223935470581054688e+02
3.778573989868164062e+01 -1.224025497436523438e+02
3.779204559326171875e+01 -1.224052505493164062e+02
3.779804992675781250e+01 -1.224128875732421875e+02
3.776981735229492188e+01 -1.224660415649414062e+02
3.780263137817382812e+01 -1.224546508789062500e+02
3.778492736816406250e+01 -1.225008010864257812e+02
3.777756881713867188e+01 -1.224240722656250000e+02
3.780593490600585938e+01 -1.224522857666015625e+02
3.778166961669921875e+01 -1.223944625854492188e+02
3.779693984985351562e+01 -1.223994827270507812e+02
3.779163742065429688e+01 -1.224036941528320312e+02
3.775646591186523438e+01 -1.224615097045898438e+02
3.778643035888671875e+01 -1.224015197753906250e+02
3.781082916259765625e+01 -1.224178771972656250e+02
3.780284118652343750e+01 -1.224179077148437500e+02
3.778129959106445312e+01 -1.225031585693359375e+02
3.778942489624023438e+01 -1.223878402709960938e+02
3.774996948242187500e+01 -1.224213790893554688e+02
3.779283523559570312e+01 -1.224235458374023438e+02
3.778007888793945312e+01 -1.225100326538085938e+02
3.777015304565429688e+01 -1.223987960815429688e+02
3.777634429931640625e+01 -1.224347229003906250e+02
3.777310180664062500e+01 -1.224112777709960938e+02
3.771804046630859375e+01 -1.224141311645507812e+02
3.780984878540039062e+01 -1.224223251342773438e+02
3.779327392578125000e+01 -1.224012222290039062e+02
3.778912734985351562e+01 -1.224029235839843750e+02
3.778115081787109375e+01 -1.224063644409179688e+02
3.778483963012695312e+01 -1.224036254882812500e+02
3.778594589233398438e+01 -1.224038009643554688e+02
3.780632400512695312e+01 -1.224239807128906250e+02
3.775637817382812500e+01 -1.224709320068359375e+02
3.776868057250976562e+01 -1.224756164550781250e+02
3.778374099731445312e+01 -1.224330062866210938e+02
3.776908874511718750e+01 -1.224383392333984375e+02
3.779479980468750000e+01 -1.224056777954101562e+02
3.776502609252929688e+01 -1.224180068969726562e+02
3.778776550292968750e+01 -1.224129409790039062e+02
3.781727218627929688e+01 -1.223706665039062500e+02
3.775431442260742188e+01 -1.224093627929687500e+02
3.778305816650390625e+01 -1.224173355102539062e+02
3.780228042602539062e+01 -1.224058456420898438e+02
3.777778625488281250e+01 -1.225111007690429688e+02
3.777882766723632812e+01 -1.223940658569335938e+02
3.777107620239257812e+01 -1.224134140014648438e+02
3.773511505126953125e+01 -1.224399414062500000e+02
3.775946426391601562e+01 -1.223894653320312500e+02
3.778660964965820312e+01 -1.224032592773437500e+02
3.780195236206054688e+01 -1.224196624755859375e+02
3.780834579467773438e+01 -1.224151306152343750e+02
3.772497177124023438e+01 -1.224443206787109375e+02
3.774160003662109375e+01 -1.224592437744140625e+02
3.779779052734375000e+01 -1.224274291992187500e+02
3.779734039306640625e+01 -1.224186782836914062e+02
3.778007888793945312e+01 -1.225100326538085938e+02
3.777685165405273438e+01 -1.224222106933593750e+02
3.777310180664062500e+01 -1.224112777709960938e+02
3.778572845458984375e+01 -1.224295578002929688e+02
3.778158187866210938e+01 -1.224108505249023438e+02
3.775976562500000000e+01 -1.224270553588867188e+02
3.774326705932617188e+01 -1.224149017333984375e+02
3.777207565307617188e+01 -1.224457473754882812e+02
3.780147552490234375e+01 -1.223985519409179688e+02
3.776427078247070312e+01 -1.224383392333984375e+02
3.777487564086914062e+01 -1.224379577636718750e+02
3.780994415283203125e+01 -1.224164581298828125e+02
3.776921844482421875e+01 -1.225082702636718750e+02
3.771807479858398438e+01 -1.224627227783203125e+02
3.778379440307617188e+01 -1.224140777587890625e+02
3.777051925659179688e+01 -1.224798812866210938e+02
3.780755996704101562e+01 -1.224205703735351562e+02
3.775082015991210938e+01 -1.224689788818359375e+02
3.779133605957031250e+01 -1.223900146484375000e+02
3.778774642944335938e+01 -1.224039382934570312e+02
3.779742050170898438e+01 -1.224275894165039062e+02
3.771432876586914062e+01 -1.224495925903320312e+02
3.778327178955078125e+01 -1.224779739379882812e+02
3.778279113769531250e+01 -1.224351196289062500e+02
3.779730606079101562e+01 -1.224352493286132812e+02
3.773403167724609375e+01 -1.224398193359375000e+02
3.775215530395507812e+01 -1.224475173950195312e+02
3.780737686157226562e+01 -1.224311294555664062e+02
3.779748153686523438e+01 -1.224186477661132812e+02
3.779605865478515625e+01 -1.223989028930664062e+02
3.778246307373046875e+01 -1.223926544189453125e+02
3.775869750976562500e+01 -1.224464797973632812e+02
3.776898574829101562e+01 -1.224902648925781250e+02
3.778927230834960938e+01 -1.224055938720703125e+02
3.780046844482421875e+01 -1.224073104858398438e+02
3.774660873413085938e+01 -1.224682769775390625e+02
3.775265502929687500e+01 -1.224181900024414062e+02
3.777071380615234375e+01 -1.224614639282226562e+02
3.774639511108398438e+01 -1.224382553100585938e+02
3.777082824707031250e+01 -1.223907165527343750e+02
3.779812240600585938e+01 -1.224185791015625000e+02
3.780086135864257812e+01 -1.224590454101562500e+02
3.779793167114257812e+01 -1.224137115478515625e+02
3.773405075073242188e+01 -1.224223251342773438e+02
3.779029846191406250e+01 -1.224374923706054688e+02
3.775101852416992188e+01 -1.224384765625000000e+02
3.779151153564453125e+01 -1.223964691162109375e+02
3.779822921752929688e+01 -1.224061508178710938e+02
3.780624389648437500e+01 -1.224288864135742188e+02
3.780661010742187500e+01 -1.224196777343750000e+02
3.775061416625976562e+01 -1.224981307983398438e+02
3.778606414794921875e+01 -1.224053192138671875e+02
3.780976104736328125e+01 -1.224763259887695312e+02
3.777742004394531250e+01 -1.224070205688476562e+02
3.776053619384765625e+01 -1.224577407836914062e+02
3.778282928466796875e+01 -1.224448623657226562e+02
3.776835632324218750e+01 -1.224571762084960938e+02
3.779604339599609375e+01 -1.224099884033203125e+02
3.775791931152343750e+01 -1.224398117065429688e+02
3.775952529907226562e+01 -1.224040679931640625e+02
3.774316406250000000e+01 -1.224142150878906250e+02
3.778995513916015625e+01 -1.224113388061523438e+02
3.777864074707031250e+01 -1.223927841186523438e+02
3.779402160644531250e+01 -1.224047012329101562e+02
3.771376800537109375e+01 -1.224993591308593750e+02
3.774118041992187500e+01 -1.224250411987304688e+02
3.779029846191406250e+01 -1.224374923706054688e+02
3.776601028442382812e+01 -1.224496917724609375e+02
3.780488204956054688e+01 -1.224081573486328125e+02
3.778771972656250000e+01 -1.224136276245117188e+02
3.775185012817382812e+01 -1.224042282104492188e+02
3.771273422241210938e+01 -1.224316177368164062e+02
3.780665969848632812e+01 -1.224205474853515625e+02
3.778474807739257812e+01 -1.223878936767578125e+02
3.776414871215820312e+01 -1.224202880859375000e+02
3.778933715820312500e+01 -1.223981246948242188e+02
3.777949905395507812e+01 -1.224175872802734375e+02
3.776502990722656250e+01 -1.223986968994140625e+02
3.775403594970703125e+01 -1.224002609252929688e+02
3.776523208618164062e+01 -1.224393692016601562e+02
3.780797576904296875e+01 -1.224142837524414062e+02
3.778177642822265625e+01 -1.224257125854492188e+02
3.780546951293945312e+01 -1.224687194824218750e+02
3.774048233032226562e+01 -1.224345169067382812e+02
3.779346084594726562e+01 -1.223917388916015625e+02
3.778486251831054688e+01 -1.224025802612304688e+02
3.779170989990234375e+01 -1.224117202758789062e+02
3.780662918090820312e+01 -1.224321212768554688e+02
3.780924224853515625e+01 -1.224158477783203125e+02
3.779748916625976562e+01 -1.224233932495117188e+02
3.777271270751953125e+01 -1.224579849243164062e+02
3.779160308837890625e+01 -1.224276580810546875e+02
3.774288558959960938e+01 -1.224801635742187500e+02
3.777634429931640625e+01 -1.223898544311523438e+02
3.773573303222656250e+01 -1.224637069702148438e+02
3.775421142578125000e+01 -1.223859710693359375e+02
3.780020523071289062e+01 -1.224104003906250000e+02
3.775704574584960938e+01 -1.223880386352539062e+02
3.778728866577148438e+01 -1.224101409912109375e+02
3.780823135375976562e+01 -1.224243316650390625e+02
3.773669052124023438e+01 -1.224539337158203125e+02
3.773526000976562500e+01 -1.224841232299804688e+02
3.778786087036132812e+01 -1.224076309204101562e+02
3.779376602172851562e+01 -1.224088516235351562e+02
3.778540039062500000e+01 -1.224409179687500000e+02
3.774179840087890625e+01 -1.224654388427734375e+02
3.779487991333007812e+01 -1.224119186401367188e+02
3.779319381713867188e+01 -1.224026947021484375e+02
3.783052444458007812e+01 -1.225069580078125000e+02
3.778829574584960938e+01 -1.224735488891601562e+02
3.779589080810546875e+01 -1.224004974365234375e+02
3.777963256835937500e+01 -1.224165954589843750e+02
3.774263000488281250e+01 -1.224285812377929688e+02
3.775575637817382812e+01 -1.223977966308593750e+02
3.777436828613281250e+01 -1.223916625976562500e+02
3.772642135620117188e+01 -1.225016174316406250e+02
3.773828887939453125e+01 -1.224980773925781250e+02
3.779722976684570312e+01 -1.223991775512695312e+02
3.779096984863281250e+01 -1.224381179809570312e+02
3.779430770874023438e+01 -1.224033279418945312e+02
3.780089950561523438e+01 -1.224585037231445312e+02
3.771793746948242188e+01 -1.224664077758789062e+02
3.776065063476562500e+01 -1.224356536865234375e+02
3.780796051025390625e+01 -1.224154586791992188e+02
3.774782943725585938e+01 -1.224381408691406250e+02
3.775432205200195312e+01 -1.224136352539062500e+02
3.777101516723632812e+01 -1.224682312011718750e+02
3.770976257324218750e+01 -1.223817672729492188e+02
3.783573150634765625e+01 -1.224766921997070312e+02
3.776435470581054688e+01 -1.224274902343750000e+02
3.775854110717773438e+01 -1.224638214111328125e+02
3.780125808715820312e+01 -1.224331054687500000e+02
3.778678512573242188e+01 -1.224015426635742188e+02
3.777170562744140625e+01 -1.224700698852539062e+02
3.778768157958984375e+01 -1.224338531494140625e+02
3.773692703247070312e+01 -1.224202575683593750e+02
3.780519485473632812e+01 -1.224322433471679688e+02
3.778868103027343750e+01 -1.224497680664062500e+02
3.777345275878906250e+01 -1.224273376464843750e+02
3.777170562744140625e+01 -1.224573440551757812e+02
3.779515838623046875e+01 -1.224027328491210938e+02
3.776976776123046875e+01 -1.224120483398437500e+02
3.776503372192382812e+01 -1.224094085693359375e+02
3.775986099243164062e+01 -1.224482498168945312e+02
3.778311920166015625e+01 -1.224022827148437500e+02
3.780133056640625000e+01 -1.224559097290039062e+02
3.775424957275390625e+01 -1.224387817382812500e+02
3.777113723754882812e+01 -1.224691314697265625e+02
3.780788803100585938e+01 -1.224140014648437500e+02
3.776234436035156250e+01 -1.223971633911132812e+02
3.780319595336914062e+01 -1.224058761596679688e+02
3.771826553344726562e+01 -1.223946075439453125e+02
3.776701736450195312e+01 -1.224220123291015625e+02
3.778162384033203125e+01 -1.224026870727539062e+02
3.778483963012695312e+01 -1.224036254882812500e+02
3.776815414428710938e+01 -1.225005264282226562e+02
3.779754638671875000e+01 -1.224589233398437500e+02
3.776961135864257812e+01 -1.224488983154296875e+02
3.775225067138671875e+01 -1.224204483032226562e+02
3.773830413818359375e+01 -1.223732681274414062e+02
3.780138778686523438e+01 -1.223975448608398438e+02
3.775149917602539062e+01 -1.224350128173828125e+02
3.777312850952148438e+01 -1.224717788696289062e+02
3.779449081420898438e+01 -1.224178314208984375e+02
